date,region,temperature_c,energy_kwh,season
2022-05-21,Center,31.4,225.5,Spring
2022-05-22,Center,32.2,262.6,Spring
2022-05-23,Center,31.5,230.7,Spring
2022-05-24,Center,28.4,133.2,Spring
2022-05-25,Center,28.1,122.8,Spring
2022-05-26,Center,29.3,156.5,Spring
2022-05-27,Center,30.7,198.2,Spring
2022-05-28,Center,27.6,118.9,Spring
2022-05-29,Center,31.8,242.6,Spring
2022-05-30,Center,30.6,194.6,Spring
2022-05-31,Center,30.3,186.9,Spring
2022-06-01,Center,34.2,346.3,Summer
2022-06-02,Center,27.5,109.6,Summer
2022-06-03,Center,33.8,330.2,Summer
2022-06-04,Center,27.4,108.5,Summer
2022-06-05,Center,27.7,118.5,Summer
2022-06-06,Center,27.2,109.8,Summer
2022-06-07,Center,28.2,127.8,Summer
2022-06-08,Center,29.6,164.2,Summer
2022-06-09,Center,27.9,113.4,Summer
2022-06-10,Center,28.4,127.2,Summer
2022-06-11,Center,26.3,86.7,Summer
2022-06-12,Center,29.3,154.5,Summer
2022-06-13,Center,26.6,92.6,Summer
2022-06-14,Center,27.7,118.6,Summer
2022-06-15,Center,28.0,126.5,Summer
2022-06-16,Center,27.7,123.6,Summer
2022-06-17,Center,29.2,152.9,Summer
2022-06-18,Center,27.6,109.1,Summer
2022-06-19,Center,29.5,157.4,Summer
2022-06-20,Center,27.6,115.1,Summer
2022-06-21,Center,24.8,69.9,Summer
2022-06-22,Center,25.0,71.8,Summer
2022-06-23,Center,29.3,157.1,Summer
2022-06-24,Center,26.7,93.7,Summer
2022-06-25,Center,27.5,113.7,Summer
2022-06-26,Center,29.4,164.8,Summer
2022-06-27,Center,22.4,49.8,Summer
2022-06-28,Center,26.1,85.0,Summer
2022-06-29,Center,23.8,58.6,Summer
2022-06-30,Center,26.4,91.3,Summer
2022-07-01,Center,26.2,86.0,Summer
2022-07-02,Center,24.1,63.8,Summer
2022-07-03,Center,22.6,51.3,Summer
2022-07-04,Center,22.1,54.2,Summer
2022-07-05,Center,26.0,79.1,Summer
2022-07-06,Center,21.9,47.6,Summer
2022-07-07,Center,26.9,96.5,Summer
2022-07-08,Center,21.5,51.5,Summer
2022-07-09,Center,21.7,44.5,Summer
2022-07-10,Center,23.2,50.6,Summer
2022-07-11,Center,22.7,46.9,Summer
2022-07-12,Center,23.3,55.4,Summer
2022-07-13,Center,20.4,54.4,Summer
2022-07-14,Center,21.3,50.5,Summer
2022-07-15,Center,23.4,53.9,Summer
2022-07-16,Center,23.3,54.9,Summer
2022-07-17,Center,18.8,67.8,Summer
2022-07-18,Center,20.7,53.8,Summer
2022-07-19,Center,18.8,72.7,Summer
2022-07-20,Center,20.6,52.6,Summer
2022-07-21,Center,19.4,59.4,Summer
2022-07-22,Center,20.6,52.1,Summer
2022-07-23,Center,18.9,71.5,Summer
2022-07-24,Center,20.0,54.5,Summer
2022-07-25,Center,18.3,75.6,Summer
2022-07-26,Center,18.9,68.1,Summer
2022-07-27,Center,21.2,51.1,Summer
2022-07-28,Center,23.3,55.7,Summer
2022-07-29,Center,17.5,90.6,Summer
2022-07-30,Center,17.8,85.4,Summer
2022-07-31,Center,21.6,50.7,Summer
2022-08-01,Center,23.3,57.4,Summer
2022-08-02,Center,22.3,46.3,Summer
2022-08-03,Center,21.3,53.8,Summer
2022-08-04,Center,18.4,76.1,Summer
2022-08-05,Center,19.7,57.5,Summer
2022-08-06,Center,17.0,99.8,Summer
2022-08-07,Center,21.2,50.8,Summer
2022-08-08,Center,22.6,50.3,Summer
2022-08-09,Center,22.0,51.1,Summer
2022-08-10,Center,17.8,85.9,Summer
2022-08-11,Center,20.3,57.1,Summer
2022-08-12,Center,15.8,128.2,Summer
2022-08-13,Center,18.5,75.8,Summer
2022-08-14,Center,17.0,100.2,Summer
2022-08-15,Center,20.1,51.8,Summer
2022-08-16,Center,15.6,133.0,Summer
2022-08-17,Center,20.2,55.7,Summer
2022-08-18,Center,18.9,67.8,Summer
2022-08-19,Center,16.7,107.1,Summer
2022-08-20,Center,16.7,106.7,Summer
2022-08-21,Center,17.6,92.9,Summer
2022-08-22,Center,16.4,110.0,Summer
2022-08-23,Center,17.9,86.4,Summer
2022-08-24,Center,18.8,70.0,Summer
2022-08-25,Center,19.2,64.9,Summer
2022-08-26,Center,17.3,93.9,Summer
2022-08-27,Center,15.5,134.9,Summer
2022-08-28,Center,16.1,122.1,Summer
2022-08-29,Center,16.3,111.4,Summer
2022-08-30,Center,16.1,122.8,Summer
2022-08-31,Center,20.2,57.3,Summer
2022-09-01,Center,16.3,114.2,Autumn
2022-09-02,Center,15.3,142.0,Autumn
2022-09-03,Center,18.7,73.5,Autumn
2022-09-04,Center,14.8,159.3,Autumn
2022-09-05,Center,19.2,70.5,Autumn
2022-09-06,Center,17.0,105.4,Autumn
2022-09-07,Center,17.0,101.6,Autumn
2022-09-08,Center,15.4,142.1,Autumn
2022-09-09,Center,18.7,71.1,Autumn
2022-09-10,Center,17.2,96.1,Autumn
2022-09-11,Center,16.5,109.1,Autumn
2022-09-12,Center,15.0,151.4,Autumn
2022-09-13,Center,17.3,98.8,Autumn
2022-09-14,Center,17.6,92.6,Autumn
2022-09-15,Center,14.5,160.8,Autumn
2022-09-16,Center,16.4,111.0,Autumn
2022-09-17,Center,15.2,141.9,Autumn
2022-09-18,Center,18.9,69.0,Autumn
2022-09-19,Center,13.9,182.8,Autumn
2022-09-20,Center,14.8,151.4,Autumn
2022-09-21,Center,20.1,58.6,Autumn
2022-09-22,Center,14.6,157.7,Autumn
2022-09-23,Center,18.2,82.8,Autumn
2022-09-24,Center,13.3,203.6,Autumn
2022-09-25,Center,14.4,168.9,Autumn
2022-09-26,Center,12.9,212.0,Autumn
2022-09-27,Center,15.9,129.2,Autumn
2022-09-28,Center,13.3,200.7,Autumn
2022-09-29,Center,15.8,128.5,Autumn
2022-09-30,Center,13.3,195.8,Autumn
2022-10-01,Center,14.1,170.5,Autumn
2022-10-02,Center,17.4,94.1,Autumn
2022-10-03,Center,17.1,95.7,Autumn
2022-10-04,Center,18.3,75.6,Autumn
2022-10-05,Center,17.6,85.4,Autumn
2022-10-06,Center,18.7,71.5,Autumn
2022-10-07,Center,16.4,109.3,Autumn
2022-10-08,Center,18.6,70.5,Autumn
2022-10-09,Center,14.1,174.4,Autumn
2022-10-10,Center,14.7,155.3,Autumn
2022-10-11,Center,15.4,136.0,Autumn
2022-10-12,Center,17.1,96.5,Autumn
2022-10-13,Center,13.9,181.5,Autumn
2022-10-14,Center,17.4,93.5,Autumn
2022-10-15,Center,17.2,95.3,Autumn
2022-10-16,Center,14.4,163.1,Autumn
2022-10-17,Center,18.3,84.7,Autumn
2022-10-18,Center,15.1,146.3,Autumn
2022-10-19,Center,16.3,112.5,Autumn
2022-10-20,Center,16.6,108.9,Autumn
2022-10-21,Center,15.1,145.4,Autumn
2022-10-22,Center,17.3,96.2,Autumn
2022-10-23,Center,16.0,121.8,Autumn
2022-10-24,Center,15.8,122.1,Autumn
2022-10-25,Center,15.9,127.2,Autumn
2022-10-26,Center,14.2,171.9,Autumn
2022-10-27,Center,17.7,86.7,Autumn
2022-10-28,Center,14.4,164.9,Autumn
2022-10-29,Center,15.7,126.2,Autumn
2022-10-30,Center,16.0,122.6,Autumn
2022-10-31,Center,13.9,182.8,Autumn
2022-11-01,Center,16.1,121.0,Autumn
2022-11-02,Center,14.4,165.7,Autumn
2022-11-03,Center,17.5,88.0,Autumn
2022-11-04,Center,18.1,81.7,Autumn
2022-11-05,Center,16.7,108.1,Autumn
2022-11-06,Center,12.8,215.0,Autumn
2022-11-07,Center,15.6,128.4,Autumn
2022-11-08,Center,19.1,70.0,Autumn
2022-11-09,Center,18.0,75.4,Autumn
2022-11-10,Center,15.7,138.1,Autumn
2022-11-11,Center,16.2,120.2,Autumn
2022-11-12,Center,12.4,235.2,Autumn
2022-11-13,Center,15.1,143.6,Autumn
2022-11-14,Center,18.0,81.4,Autumn
2022-11-15,Center,19.4,60.4,Autumn
2022-11-16,Center,18.2,81.9,Autumn
2022-11-17,Center,16.0,121.3,Autumn
2022-11-18,Center,16.0,119.5,Autumn
2022-11-19,Center,16.5,113.1,Autumn
2022-11-20,Center,19.0,68.0,Autumn
2022-11-21,Center,15.4,131.3,Autumn
2022-11-22,Center,18.9,68.3,Autumn
2022-11-23,Center,21.9,47.8,Autumn
2022-11-24,Center,18.1,82.2,Autumn
2022-11-25,Center,22.7,51.5,Autumn
2022-11-26,Center,18.2,84.8,Autumn
2022-11-27,Center,20.3,50.7,Autumn
2022-11-28,Center,18.1,83.8,Autumn
2022-11-29,Center,19.6,59.0,Autumn
2022-11-30,Center,21.4,53.3,Autumn
2022-12-01,Center,19.7,61.9,Winter
2022-12-02,Center,19.0,66.0,Winter
2022-12-03,Center,19.6,59.8,Winter
2022-12-04,Center,21.3,52.4,Winter
2022-12-05,Center,16.2,117.2,Winter
2022-12-06,Center,22.0,51.4,Winter
2022-12-07,Center,19.7,60.2,Winter
2022-12-08,Center,22.3,47.9,Winter
2022-12-09,Center,18.0,76.7,Winter
2022-12-10,Center,19.6,62.9,Winter
2022-12-11,Center,21.5,50.5,Winter
2022-12-12,Center,24.0,62.8,Winter
2022-12-13,Center,22.0,54.2,Winter
2022-12-14,Center,21.1,46.7,Winter
2022-12-15,Center,23.6,54.7,Winter
2022-12-16,Center,24.9,68.7,Winter
2022-12-17,Center,22.5,46.7,Winter
2022-12-18,Center,22.1,46.9,Winter
2022-12-19,Center,24.5,59.5,Winter
2022-12-20,Center,25.6,79.7,Winter
2022-12-21,Center,23.1,54.9,Winter
2022-12-22,Center,24.8,67.9,Winter
2022-12-23,Center,23.4,49.4,Winter
2022-12-24,Center,26.4,89.5,Winter
2022-12-25,Center,23.4,51.4,Winter
2022-12-26,Center,24.1,57.3,Winter
2022-12-27,Center,23.6,59.3,Winter
2022-12-28,Center,28.2,127.5,Winter
2022-12-29,Center,26.3,86.3,Winter
2022-12-30,Center,26.5,87.6,Winter
2022-12-31,Center,26.4,87.7,Winter
2023-01-01,Center,25.8,80.3,Winter
2023-01-02,Center,23.4,50.8,Winter
2023-01-03,Center,27.2,108.4,Winter
2023-01-04,Center,25.7,78.6,Winter
2023-01-05,Center,26.0,83.4,Winter
2023-01-06,Center,24.0,61.3,Winter
2023-01-07,Center,28.3,130.5,Winter
2023-01-08,Center,25.1,68.0,Winter
2023-01-09,Center,27.3,103.6,Winter
2023-01-10,Center,21.7,48.6,Winter
2023-01-11,Center,28.4,134.3,Winter
2023-01-12,Center,29.2,154.7,Winter
2023-01-13,Center,30.5,197.9,Winter
2023-01-14,Center,27.8,116.4,Winter
2023-01-15,Center,31.8,244.9,Winter
2023-01-16,Center,26.1,80.0,Winter
2023-01-17,Center,30.5,192.7,Winter
2023-01-18,Center,26.8,93.4,Winter
2023-01-19,Center,30.9,209.2,Winter
2023-01-20,Center,29.6,169.2,Winter
2023-01-21,Center,29.0,149.3,Winter
2023-01-22,Center,25.4,67.7,Winter
2023-01-23,Center,28.4,132.0,Winter
2023-01-24,Center,28.3,124.5,Winter
2023-01-25,Center,32.1,265.6,Winter
2023-01-26,Center,28.8,145.4,Winter
2023-01-27,Center,33.4,303.4,Winter
2023-01-28,Center,26.6,91.4,Winter
2023-01-29,Center,28.2,131.5,Winter
2023-01-30,Center,27.6,112.1,Winter
2023-01-31,Center,27.1,99.4,Winter
2023-02-01,Center,32.6,275.5,Winter
2023-02-02,Center,29.2,152.9,Winter
2023-02-03,Center,28.6,139.0,Winter
2023-02-04,Center,32.9,292.4,Winter
2023-02-05,Center,30.6,198.5,Winter
2023-02-06,Center,34.1,344.8,Winter
2023-02-07,Center,34.3,353.8,Winter
2023-02-08,Center,32.0,252.9,Winter
2023-02-09,Center,33.4,313.9,Winter
2023-02-10,Center,35.7,423.6,Winter
2023-02-11,Center,31.0,212.9,Winter
2023-02-12,Center,33.9,331.7,Winter
2023-02-13,Center,31.9,247.3,Winter
2023-02-14,Center,33.2,307.7,Winter
2023-02-15,Center,35.8,424.2,Winter
2023-02-16,Center,30.5,192.9,Winter
2023-02-17,Center,32.2,260.0,Winter
2023-02-18,Center,33.8,334.8,Winter
2023-02-19,Center,35.0,391.7,Winter
2023-02-20,Center,36.3,459.6,Winter
2023-02-21,Center,33.7,327.4,Winter
2023-02-22,Center,35.2,396.9,Winter
2023-02-23,Center,32.7,276.6,Winter
2023-02-24,Center,35.5,416.7,Winter
2023-02-25,Center,31.5,230.6,Winter
2023-02-26,Center,31.5,230.3,Winter
2023-02-27,Center,30.0,169.9,Winter
2023-02-28,Center,34.1,341.9,Winter
2023-03-01,Center,33.9,327.0,Spring
2023-03-02,Center,35.4,408.4,Spring
2023-03-03,Center,37.0,496.3,Spring
2023-03-04,Center,36.8,492.8,Spring
2023-03-05,Center,32.3,256.1,Spring
2023-03-06,Center,33.1,295.7,Spring
2023-03-07,Center,35.9,435.6,Spring
2023-03-08,Center,34.2,350.6,Spring
2023-03-09,Center,33.8,327.1,Spring
2023-03-10,Center,37.9,559.3,Spring
2023-03-11,Center,30.1,179.7,Spring
2023-03-12,Center,34.4,354.5,Spring
2023-03-13,Center,39.2,636.6,Spring
2023-03-14,Center,36.4,468.8,Spring
2023-03-15,Center,32.1,253.7,Spring
2023-03-16,Center,35.3,402.7,Spring
2023-03-17,Center,38.0,565.8,Spring
2023-03-18,Center,35.7,426.4,Spring
2023-03-19,Center,36.9,493.3,Spring
2023-03-20,Center,34.7,379.9,Spring
2023-03-21,Center,36.7,483.5,Spring
2023-03-22,Center,35.4,408.1,Spring
2023-03-23,Center,32.6,276.5,Spring
2023-03-24,Center,34.7,368.9,Spring
2023-03-25,Center,34.4,365.1,Spring
2023-03-26,Center,38.0,561.2,Spring
2023-03-27,Center,36.6,476.4,Spring
2023-03-28,Center,37.4,526.9,Spring
2023-03-29,Center,34.5,362.0,Spring
2023-03-30,Center,34.8,375.8,Spring
2023-03-31,Center,34.0,342.3,Spring
2023-04-01,Center,34.0,336.4,Spring
2023-04-02,Center,35.7,427.4,Spring
2023-04-03,Center,35.5,415.6,Spring
2023-04-04,Center,35.6,420.5,Spring
2023-04-05,Center,34.7,371.5,Spring
2023-04-06,Center,34.7,370.5,Spring
2023-04-07,Center,35.1,393.3,Spring
2023-04-08,Center,32.8,284.0,Spring
2023-04-09,Center,37.8,552.6,Spring
2023-04-10,Center,36.2,446.5,Spring
2023-04-11,Center,31.7,234.4,Spring
2023-04-12,Center,35.6,417.0,Spring
2023-04-13,Center,35.6,416.8,Spring
2023-04-14,Center,37.6,536.4,Spring
2023-04-15,Center,34.2,356.0,Spring
2023-04-16,Center,34.5,361.8,Spring
2023-04-17,Center,34.2,346.2,Spring
2023-04-18,Center,35.3,400.6,Spring
2023-04-19,Center,29.9,179.9,Spring
2023-04-20,Center,35.0,392.3,Spring
2023-04-21,Center,33.4,309.0,Spring
2023-04-22,Center,35.1,390.5,Spring
2023-04-23,Center,30.8,205.7,Spring
2023-04-24,Center,36.1,446.8,Spring
2023-04-25,Center,31.3,231.3,Spring
2023-04-26,Center,36.5,472.9,Spring
2023-04-27,Center,36.6,476.4,Spring
2023-04-28,Center,36.1,446.7,Spring
2023-04-29,Center,30.3,193.6,Spring
2023-04-30,Center,31.8,242.8,Spring
2023-05-01,Center,35.6,420.2,Spring
2023-05-02,Center,33.9,332.3,Spring
2023-05-03,Center,31.8,244.3,Spring
2023-05-04,Center,29.8,175.6,Spring
2023-05-05,Center,31.9,244.9,Spring
2023-05-06,Center,29.5,164.8,Spring
2023-05-07,Center,34.0,333.8,Spring
2023-05-08,Center,35.6,425.3,Spring
2023-05-09,Center,34.1,339.8,Spring
2023-05-10,Center,35.7,430.6,Spring
2023-05-11,Center,33.5,311.8,Spring
2023-05-12,Center,32.8,281.3,Spring
2023-05-13,Center,30.8,205.1,Spring
2023-05-14,Center,32.0,247.4,Spring
2023-05-15,Center,30.9,208.2,Spring
2023-05-16,Center,30.7,192.1,Spring
2023-05-17,Center,27.6,112.6,Spring
2023-05-18,Center,33.7,326.5,Spring
2023-05-19,Center,29.3,155.9,Spring
2023-05-20,Center,30.4,189.5,Spring
2023-05-21,Center,32.0,251.1,Spring
2023-05-22,Center,28.1,120.5,Spring
2023-05-23,Center,30.3,190.8,Spring
2023-05-24,Center,31.9,249.0,Spring
2023-05-25,Center,30.4,189.6,Spring
2023-05-26,Center,30.9,205.0,Spring
2023-05-27,Center,29.7,170.1,Spring
2023-05-28,Center,33.4,309.4,Spring
2023-05-29,Center,31.5,235.0,Spring
2023-05-30,Center,32.8,282.9,Spring
2023-05-31,Center,30.9,211.7,Spring
2023-06-01,Center,31.0,209.4,Summer
2023-06-02,Center,30.4,189.6,Summer
2023-06-03,Center,29.1,158.3,Summer
2023-06-04,Center,26.9,99.4,Summer
2023-06-05,Center,27.8,118.0,Summer
2023-06-06,Center,29.5,160.3,Summer
2023-06-07,Center,31.5,231.0,Summer
2023-06-08,Center,30.7,203.1,Summer
2023-06-09,Center,28.5,134.1,Summer
2023-06-10,Center,29.9,177.0,Summer
2023-06-11,Center,27.4,107.4,Summer
2023-06-12,Center,31.5,229.7,Summer
2023-06-13,Center,28.3,126.4,Summer
2023-06-14,Center,28.8,143.1,Summer
2023-06-15,Center,30.0,177.8,Summer
2023-06-16,Center,28.3,128.8,Summer
2023-06-17,Center,26.9,101.5,Summer
2023-06-18,Center,29.9,179.8,Summer
2023-06-19,Center,26.5,90.6,Summer
2023-06-20,Center,24.2,63.2,Summer
2023-06-21,Center,25.2,70.1,Summer
2023-06-22,Center,28.3,130.7,Summer
2023-06-23,Center,28.9,148.1,Summer
2023-06-24,Center,29.0,148.7,Summer
2023-06-25,Center,27.0,95.1,Summer
2023-06-26,Center,28.0,112.5,Summer
2023-06-27,Center,25.5,74.5,Summer
2023-06-28,Center,25.8,80.3,Summer
2023-06-29,Center,25.2,73.1,Summer
2023-06-30,Center,23.6,55.4,Summer
2023-07-01,Center,25.0,65.7,Summer
2023-07-02,Center,19.7,63.5,Summer
2023-07-03,Center,26.6,92.2,Summer
2023-07-04,Center,27.3,106.6,Summer
2023-07-05,Center,19.9,57.3,Summer
2023-07-06,Center,26.8,95.0,Summer
2023-07-07,Center,21.7,50.9,Summer
2023-07-08,Center,25.9,84.5,Summer
2023-07-09,Center,26.6,94.1,Summer
2023-07-10,Center,19.6,60.0,Summer
2023-07-11,Center,22.3,51.2,Summer
2023-07-12,Center,26.7,91.4,Summer
2023-07-13,Center,22.7,49.9,Summer
2023-07-14,Center,22.2,49.2,Summer
2023-07-15,Center,19.9,66.1,Summer
2023-07-16,Center,21.6,50.0,Summer
2023-07-17,Center,21.2,55.4,Summer
2023-07-18,Center,22.2,50.9,Summer
2023-07-19,Center,22.3,49.7,Summer
2023-07-20,Center,25.0,67.6,Summer
2023-07-21,Center,24.1,54.8,Summer
2023-07-22,Center,22.5,46.5,Summer
2023-07-23,Center,22.8,52.2,Summer
2023-07-24,Center,21.0,51.3,Summer
2023-07-25,Center,18.2,79.6,Summer
2023-07-26,Center,19.1,65.6,Summer
2023-07-27,Center,19.6,58.0,Summer
2023-07-28,Center,18.9,65.1,Summer
2023-07-29,Center,21.8,49.2,Summer
2023-07-30,Center,21.2,49.8,Summer
2023-07-31,Center,19.6,59.1,Summer
2023-08-01,Center,20.0,56.6,Summer
2023-08-02,Center,21.5,49.0,Summer
2023-08-03,Center,20.5,52.2,Summer
2023-08-04,Center,22.4,45.5,Summer
2023-08-05,Center,19.9,60.3,Summer
2023-08-06,Center,23.4,53.4,Summer
2023-08-07,Center,14.8,152.1,Summer
2023-08-08,Center,18.7,73.2,Summer
2023-08-09,Center,18.0,79.0,Summer
2023-08-10,Center,17.7,84.0,Summer
2023-08-11,Center,20.5,54.4,Summer
2023-08-12,Center,19.4,61.1,Summer
2023-08-13,Center,18.1,77.4,Summer
2023-08-14,Center,18.3,76.9,Summer
2023-08-15,Center,19.3,64.8,Summer
2023-08-16,Center,20.8,50.4,Summer
2023-08-17,Center,14.1,172.4,Summer
2023-08-18,Center,18.0,85.1,Summer
2023-08-19,Center,16.9,103.9,Summer
2023-08-20,Center,12.8,219.6,Summer
2023-08-21,Center,17.3,93.2,Summer
2023-08-22,Center,17.0,97.6,Summer
2023-08-23,Center,15.6,133.7,Summer
2023-08-24,Center,16.3,112.5,Summer
2023-08-25,Center,16.8,104.5,Summer
2023-08-26,Center,15.9,118.1,Summer
2023-08-27,Center,16.6,108.5,Summer
2023-08-28,Center,13.7,189.4,Summer
2023-08-29,Center,13.1,209.4,Summer
2023-08-30,Center,17.8,83.0,Summer
2023-08-31,Center,16.8,110.6,Summer
2023-09-01,Center,15.1,148.4,Autumn
2023-09-02,Center,19.0,64.5,Autumn
2023-09-03,Center,17.7,87.4,Autumn
2023-09-04,Center,17.3,94.9,Autumn
2023-09-05,Center,20.1,55.6,Autumn
2023-09-06,Center,17.8,84.0,Autumn
2023-09-07,Center,15.1,146.5,Autumn
2023-09-08,Center,17.4,88.3,Autumn
2023-09-09,Center,16.3,110.1,Autumn
2023-09-10,Center,14.3,172.3,Autumn
2023-09-11,Center,13.9,185.1,Autumn
2023-09-12,Center,14.1,173.3,Autumn
2023-09-13,Center,17.9,83.8,Autumn
2023-09-14,Center,17.7,84.5,Autumn
2023-09-15,Center,14.3,172.7,Autumn
2023-09-16,Center,18.5,74.8,Autumn
2023-09-17,Center,14.9,151.4,Autumn
2023-09-18,Center,16.2,119.3,Autumn
2023-09-19,Center,17.0,98.6,Autumn
2023-09-20,Center,16.5,110.0,Autumn
2023-09-21,Center,10.8,298.8,Autumn
2023-09-22,Center,15.3,139.9,Autumn
2023-09-23,Center,13.7,185.9,Autumn
2023-09-24,Center,15.4,133.1,Autumn
2023-09-25,Center,13.9,183.1,Autumn
2023-09-26,Center,16.9,100.7,Autumn
2023-09-27,Center,17.5,88.8,Autumn
2023-09-28,Center,16.6,105.9,Autumn
2023-09-29,Center,11.6,271.8,Autumn
2023-09-30,Center,14.2,176.2,Autumn
2023-10-01,Center,13.7,184.4,Autumn
2023-10-02,Center,15.0,147.9,Autumn
2023-10-03,Center,14.1,175.8,Autumn
2023-10-04,Center,13.8,179.4,Autumn
2023-10-05,Center,10.5,312.0,Autumn
2023-10-06,Center,12.7,222.0,Autumn
2023-10-07,Center,16.0,121.1,Autumn
2023-10-08,Center,19.5,61.9,Autumn
2023-10-09,Center,14.8,152.5,Autumn
2023-10-10,Center,15.0,146.3,Autumn
2023-10-11,Center,19.6,62.0,Autumn
2023-10-12,Center,15.0,143.5,Autumn
2023-10-13,Center,17.1,99.5,Autumn
2023-10-14,Center,12.4,234.5,Autumn
2023-10-15,Center,14.7,155.1,Autumn
2023-10-16,Center,16.2,115.8,Autumn
2023-10-17,Center,17.8,83.4,Autumn
2023-10-18,Center,15.2,141.5,Autumn
2023-10-19,Center,12.4,234.3,Autumn
2023-10-20,Center,13.3,198.0,Autumn
2023-10-21,Center,17.1,96.6,Autumn
2023-10-22,Center,13.7,185.3,Autumn
2023-10-23,Center,16.0,119.6,Autumn
2023-10-24,Center,18.4,66.9,Autumn
2023-10-25,Center,16.1,122.4,Autumn
2023-10-26,Center,16.8,102.1,Autumn
2023-10-27,Center,16.1,115.4,Autumn
2023-10-28,Center,17.5,93.2,Autumn
2023-10-29,Center,14.8,151.4,Autumn
2023-10-30,Center,14.4,163.5,Autumn
2023-10-31,Center,18.4,75.3,Autumn
2023-11-01,Center,14.2,169.4,Autumn
2023-11-02,Center,16.5,110.6,Autumn
2023-11-03,Center,13.9,183.7,Autumn
2023-11-04,Center,20.1,60.2,Autumn
2023-11-05,Center,16.5,113.7,Autumn
2023-11-06,Center,14.9,145.2,Autumn
2023-11-07,Center,17.0,95.2,Autumn
2023-11-08,Center,18.8,71.5,Autumn
2023-11-09,Center,17.7,88.7,Autumn
2023-11-10,Center,15.2,145.0,Autumn
2023-11-11,Center,22.1,51.8,Autumn
2023-11-12,Center,18.1,78.8,Autumn
2023-11-13,Center,19.6,64.6,Autumn
2023-11-14,Center,14.6,156.6,Autumn
2023-11-15,Center,17.2,92.2,Autumn
2023-11-16,Center,19.1,65.4,Autumn
2023-11-17,Center,19.7,64.7,Autumn
2023-11-18,Center,21.5,49.3,Autumn
2023-11-19,Center,21.9,49.8,Autumn
2023-11-20,Center,19.6,63.0,Autumn
2023-11-21,Center,21.6,51.3,Autumn
2023-11-22,Center,20.0,60.8,Autumn
2023-11-23,Center,17.2,98.5,Autumn
2023-11-24,Center,20.6,52.4,Autumn
2023-11-25,Center,17.4,97.3,Autumn
2023-11-26,Center,21.1,53.7,Autumn
2023-11-27,Center,22.0,49.0,Autumn
2023-11-28,Center,18.3,80.3,Autumn
2023-11-29,Center,20.4,56.5,Autumn
2023-11-30,Center,22.4,46.1,Autumn
2023-12-01,Center,21.9,49.2,Winter
2023-12-02,Center,18.1,80.8,Winter
2023-12-03,Center,22.3,53.0,Winter
2023-12-04,Center,22.0,49.2,Winter
2023-12-05,Center,20.1,53.0,Winter
2023-12-06,Center,23.2,50.6,Winter
2023-12-07,Center,20.3,53.9,Winter
2023-12-08,Center,24.8,67.8,Winter
2023-12-09,Center,22.2,50.5,Winter
2023-12-10,Center,22.2,48.1,Winter
2023-12-11,Center,20.2,57.9,Winter
2023-12-12,Center,23.8,56.2,Winter
2023-12-13,Center,19.8,57.0,Winter
2023-12-14,Center,22.1,49.6,Winter
2023-12-15,Center,19.4,66.8,Winter
2023-12-16,Center,25.3,70.8,Winter
2023-12-17,Center,21.0,57.0,Winter
2023-12-18,Center,20.3,58.8,Winter
2023-12-19,Center,23.6,61.5,Winter
2023-12-20,Center,23.4,55.5,Winter
2023-12-21,Center,25.7,78.5,Winter
2023-12-22,Center,24.9,68.4,Winter
2023-12-23,Center,24.5,65.6,Winter
2023-12-24,Center,22.4,46.8,Winter
2023-12-25,Center,25.0,68.8,Winter
2023-12-26,Center,23.0,54.4,Winter
2023-12-27,Center,22.2,47.2,Winter
2023-12-28,Center,27.5,107.4,Winter
2023-12-29,Center,25.8,75.0,Winter
2023-12-30,Center,24.8,69.0,Winter
2023-12-31,Center,27.3,109.4,Winter
2024-01-01,Center,28.4,133.2,Winter
2024-01-02,Center,25.3,77.2,Winter
2024-01-03,Center,23.1,50.5,Winter
2024-01-04,Center,24.6,59.0,Winter
2024-01-05,Center,24.8,60.8,Winter
2024-01-06,Center,24.7,66.9,Winter
2024-01-07,Center,24.3,65.0,Winter
2024-01-08,Center,27.2,104.0,Winter
2024-01-09,Center,25.4,70.8,Winter
2024-01-10,Center,25.2,64.5,Winter
2024-01-11,Center,25.4,69.5,Winter
2024-01-12,Center,28.0,120.1,Winter
2024-01-13,Center,28.0,122.2,Winter
2024-01-14,Center,29.4,166.1,Winter
2024-01-15,Center,29.6,162.6,Winter
2024-01-16,Center,29.0,145.2,Winter
2024-01-17,Center,29.3,158.4,Winter
2024-01-18,Center,28.5,137.2,Winter
2024-01-19,Center,25.8,78.4,Winter
2024-01-20,Center,27.7,119.9,Winter
2024-01-21,Center,25.5,77.2,Winter
2024-01-22,Center,31.0,216.0,Winter
2024-01-23,Center,29.4,163.1,Winter
2024-01-24,Center,31.9,244.2,Winter
2024-01-25,Center,27.9,121.5,Winter
2024-01-26,Center,30.6,196.2,Winter
2024-01-27,Center,27.1,104.6,Winter
2024-01-28,Center,30.7,202.2,Winter
2024-01-29,Center,28.4,130.2,Winter
2024-01-30,Center,22.6,47.2,Winter
2024-01-31,Center,29.8,176.7,Winter
2024-02-01,Center,29.7,168.7,Winter
2024-02-02,Center,31.7,235.2,Winter
2024-02-03,Center,30.3,188.3,Winter
2024-02-04,Center,28.3,130.7,Winter
2024-02-05,Center,28.7,138.5,Winter
2024-02-06,Center,30.1,178.5,Winter
